bodyType,brand,car_url,color,complectation_dict,description,engineDisplacement,enginePower,equipment_dict,fuelType,image,mileage,modelDate,model_info,model_name,name,numberOfDoors,parsing_unixtime,price,priceCurrency,productionDate,sell_id,super_gen,vehicleConfiguration,vehicleTransmission,vendor,Владельцы,Владение,ПТС,Привод,Руль,Состояние,Таможня
седан,HONDA,https://auto.ru/cars/used/sale/honda/civic/1101447274-bd24015d/,серый,"{""id"":""0""}","• Автомобиль проверен по 110 пунктам
• Автокредит по специальной ставке от 13,7%

Ауди Центр Север, официальный дилер Audi, входящий в группу компаний РОЛЬФ и являющийся одним из крупнейших дилеров в Европе, предлагает Вам ряд услуг по покупке и продаже автомобилей с пробегом.

На протяжении многих лет наш дилерский центр является лидером по продаже автомобилей с пробегом среди всех дилеров Audi в России и предоставляет клиентам самый большой выбор автомобилей с пробегом Audi и других марок.
Каждый автомобиль проходит тщательную диагностику и подготовку, и гарантировано находится в отличном состоянии.
Чтобы убедиться в правильном выборе, у Вас есть возможность пройти тест-драйв ― ознакомительную поездку на интересующем автомобиле.
Вы сможете ознакомиться с автомобилем не выходя из дома – наш менеджер проведет online презентацию и в видеозвонке покажет выбранный автомобиль.
Также Ауди Центр Север представляет уникальное предложение по кредитованию автомобилей с пробегом на индивидуальных условиях. Специалисты компании  подберут для Вас лучшие условия кредитования.",1.8 LTR,140 N12,"{""cruise-control"":true,""tinted-glass"":true,""airbag-driver"":true,""aux"":true,""electro-window-front"":true,""light-sensor"":true,""multi-wheel"":true,""audiopreparation"":true,""airbag-passenger"":true,""computer"":true,""wheel-power"":true,""lock"":true,""electro-mirrors"":true,""airbag-rear-side"":true,""electro-window-back"":true,""leather-gear-stick"":true,""airbag-side"":true,""dark-interior"":true,""velvet-seats"":true,""abs"":true,""wheel-leather"":true,""immo"":true,""climate-control-1"":true,""auto-mirrors"":true,""12v-socket"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/1701598/baf33ba7f5bd0f4125dbe8641efdaef6/320x240,:129800,2005.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,1.8 AT (140 л.с.),4.0,1607850315.0,469000.0,RUB,2007,1101447274,"{""id"":""2306765"",""name"":""VIII"",""ru_name"":""8"",""year_from"":2005,""year_to"":2008,""price_segment"":""MEDIUM""}",SEDAN AUTOMATIC 1.8,автоматическая,JAPANESE,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен
хэтчбек 3 дв.,HONDA,https://auto.ru/cars/used/sale/honda/civic/1092300436-cee21294/,белый,"{""id"":""0""}","Машина в хорошем состоянии ,торг у капота ",1.4 LTR,90 N12,"{""tinted-glass"":true,""high-beam-assist"":true,""16-inch-wheels"":true,""abs"":true,""eco-leather"":true,""aux"":true,""usb"":true,""electro-window-front"":true,""dark-interior"":true,""ashtray-and-cigarette-lighter"":true,""electro-mirrors"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/2154714/48899bb379d282d2a1e212ca3c0287ae/320x240,:285000,2000.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,1.4 MT (90 л.с.),3.0,1607850316.0,220000.0,RUB,2001,1092300436,"{""id"":""3483477"",""name"":""VII"",""ru_name"":""7"",""year_from"":2000,""year_to"":2003,""price_segment"":""MEDIUM""}",HATCHBACK_3_DOORS MECHANICAL 1.4,механическая,JAPANESE,3 или более,4 года и 2 месяца,Оригинал,передний,Левый,Не требует ремонта,Растаможен
купе,HONDA,https://auto.ru/cars/used/sale/honda/prelude/1100393778-2eaac29f/,чёрный,"{""id"":""0""}",Автомобилем владею с 2012 года ..японец ... состояние на твёрдую 4....машиной всегда занимался сам ..двигатель н22а ...все подробности по телефону  ,2.2 LTR,200 N12,"{""ptf"":true,""aux"":true,""usb"":true,""immo"":true,""hatch"":true,""lock"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/2156435/f8e6813f7a306eb424f65283ef652c9e/320x240,:317000,1996.0,"{""code"":""PRELUDE"",""name"":""Prelude"",""ru_name"":""Прелюд"",""morphology"":{}",PRELUDE,2.2 MT (200 л.с.),2.0,1607850316.0,350000.0,RUB,1997,1100393778,"{""id"":""4927728"",""name"":""V"",""ru_name"":""5"",""year_from"":1996,""year_to"":2001,""price_segment"":""MEDIUM""}",COUPE MECHANICAL 2.2,механическая,JAPANESE,3 или более,,Дубликат,передний,Правый,Не требует ремонта,Растаможен
внедорожник 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/cr_v/1101026854-202f5f22/,серебристый,"{""id"":""2339034"",""name"":""Executive"",""available_options"":[""cruise-control"",""xenon"",""airbag-passenger"",""lock"",""electro-mirrors"",""mirrors-heat"",""leather"",""computer"",""seat-transformation"",""wheel-power"",""airbag-side"",""abs"",""climate-control-1"",""esp"",""audiopreparation"",""electro-window-back"",""hatch"",""condition"",""music-super"",""airbag-driver"",""electro-window-front"",""passenger-seat-electric"",""alarm"",""paint-metallic"",""ptf"",""front-seats-heat"",""wheel-configuration2"",""wheel-configuration1"",""immo""]}","Автомобиль в отличном техническом состоянии, масло меняю каждые 7-8 тыс. км, на данный момент из вложений требует только замену передних тормозных дисков и колодок. Машина надёжная и не прихотливая. Отличный вариант для семейного автомобиля. Автомобиль производство декабрь 2008 года, куплен в январе 2009 года. Комплект зимних шин в подарок. Своевременное обслуживание. Куплена не в кредит. Непрокуренный салон. Сервисная книжка.",2.4 LTR,166 N12,"{""cruise-control"":true,""tinted-glass"":true,""esp"":true,""airbag-driver"":true,""aux"":true,""electro-window-front"":true,""multi-wheel"":true,""xenon"":true,""airbag-passenger"":true,""front-centre-armrest"":true,""computer"":true,""seat-transformation"":true,""wheel-power"":true,""alarm"":true,""passenger-seat-electric"":true,""lock"":true,""light-cleaner"":true,""electro-mirrors"":true,""electro-window-back"":true,""alloy-wheel-disks"":true,""paint-metallic"":true,""leather-gear-stick"":true,""18-inch-wheels"":true,""ptf"":true,""airbag-side"":true,""mirrors-heat"":true,""hatch"":true,""park-assist-f"":true,""leather"":true,""driver-seat-updown"":true,""abs"":true,""front-seats-heat"":true,""wheel-configuration2"":true,""wheel-leather"":true,""wheel-configuration1"":true,""immo"":true,""climate-control-2"":true,""auto-mirrors"":true,""music-super"":true,""park-assist-r"":true,""12v-socket"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/1577915/cf39e9ff397da7dc4f67c40d04c1a5df/320x240,:274000,2006.0,"{""code"":""CR_V"",""name"":""CR-V"",""ru_name"":""CR-V"",""morphology"":{""gender"":""FEMININE""}",CR_V,2.4 AT (166 л.с.) 4WD,5.0,1607850317.0,950000.0,RUB,2008,1101026854,"{""id"":""2306830"",""name"":""III"",""ru_name"":""3"",""year_from"":2006,""year_to"":2009,""price_segment"":""MEDIUM""}",ALLROAD_5_DOORS AUTOMATIC 2.4,автоматическая,JAPANESE,2 владельца,1 год и 2 месяца,Оригинал,полный,Левый,Не требует ремонта,Растаможен
внедорожник 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/cr_v/1101370137-c601e101/,синий,"{""id"":""0""}","Машина в очень хорошем состоянии, не смотря на свой возраст. Машина семейная, с 10 года была во владении у моего отца. С 16 года у меня. До этого машина с момента выпуска использовалась братом отца. Машина гаражного хранения, все в прекрасном состоянии, движок работает как часы, масло не ест. По подвеске проблем нет,в 18 году менял амортизаторы, поставил Каябу. По ходовке нареканий так же нет. За 4 года владения менял только расходники. Диски и барабаны ставил новые в 19 году. Все замены вовремя  Любые проверки если вам нужны, то пожалуйста. Салон после химчистки, все отмыто и отчищено. Пробег не скручивал, так как не вижу смысла, ибо для возраста пробег впорядке. Есть небольшие косяки по кузову. Крыло и царапину я сейчас доделываю, есть маленький рыжик на капоте, нет времени заниматься. Продаю по причине покупки нового автомобиля. Перекупов и салоны просьба не беспокоить. ",2.0 LTR,128 N12,"{""alloy-wheel-disks"":true,""tinted-glass"":true,""usb"":true,""aux"":true,""hatch"":true,""driver-seat-updown"":true,""seat-transformation"":true,""light-interior"":true,""lock"":true,""12v-socket"":true,""fabric-seats"":true,""drl"":true,""15-inch-wheels"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/1906532/c25a2b0f454ab3f07a08fdf6de2020a4/320x240,,1995.0,"{""code"":""CR_V"",""name"":""CR-V"",""ru_name"":""CR-V"",""morphology"":{""gender"":""FEMININE""}",CR_V,2.0 MT (128 л.с.),5.0,1607850318.0,300000.0,RUB,1998,1101370137,"{""id"":""8294628"",""name"":""I"",""ru_name"":""1"",""year_from"":1995,""year_to"":1999,""price_segment"":""MEDIUM""}",ALLROAD_5_DOORS MECHANICAL 2.0,механическая,JAPANESE,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен
хэтчбек 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/civic/1101635912-d38626df/,оранжевый,"{""id"":""0""}","Машину брал весной, для семьи маленькая оказалась,поэтому продаю. Два комплекта ключей, два комплекта колёс на оригинальном литье лето r17 зима r 16
Пробег родной, машина обслужена. Новые амортизаторы, пройдено то, перебран актуатор в D52 остаток сцепления сказали больше 60% .
Масло не жрет, менялись маслосъемные колпачки. Я 4 хозяин, получил дубликат потому что  второй хозяин менял прописку. Было 1 дтп у предыдущего владельца по этому дтп 3 расчета в итоге красили крыло и фару поменяли. В целом на машине 3 крашенные детали. Второй владелец красил притертость на двери и крыле,в общем можете приехать и прибором все проверить. Есть вмятина на капоте, сколы,царапины. Все вопросы по телефону. Торг только на месте с реальным человеком.  Возможен обмен на ford s-max.",1.8 LTR,140 N12,{},бензин,https://avatars.mds.yandex.net/get-autoru-vos/1894405/7932db348aad16adb2f259eec58c6a59/320x240,,2005.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,1.8 AMT (140 л.с.),5.0,1607850318.0,450000.0,RUB,2008,1101635912,"{""id"":""2306765"",""name"":""VIII"",""ru_name"":""8"",""year_from"":2005,""year_to"":2008,""price_segment"":""MEDIUM""}",HATCHBACK_5_DOORS ROBOT 1.8,роботизированная,JAPANESE,3 или более,10 месяцев,Дубликат,передний,Левый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/civic/1101288543-d2fa2730/,чёрный,"{""id"":""0""}","Пробег 290 тыс км- трасса, имеются сколы. Без ДТП, окрашен только бампер перед и крыло переднее, в остальном заводской окрас. В салоне под чехлами-  сидения в отличном состоянии. Обслужена на 100%, без вложений. 3 владельца. Торг.",1.8 LTR,140 N12,{},бензин,https://avatars.mds.yandex.net/get-autoru-vos/1599755/bae077133727ae3deeab86c996a259ee/320x240,:460000,2005.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,1.8 AT (140 л.с.),4.0,1607850319.0,440000.0,RUB,2006,1101288543,"{""id"":""2306765"",""name"":""VIII"",""ru_name"":""8"",""year_from"":2005,""year_to"":2008,""price_segment"":""MEDIUM""}",SEDAN AUTOMATIC 1.8,автоматическая,JAPANESE,3 или более,,Дубликат,передний,Левый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/accord/1101655298-e82f27b5/,зелёный,"{""id"":""0""}","Продаю Хонду,технически в хорошем состояние (косяки только по кузову ,что я считаю приемливым для машины этих годов) Двигатель работает синхронно с коробкой,не дымит не пинает ,масло от замены до замены ,владею машинной 2 года ,кондёр заправлен ,печка дует ,все что есть в машине все работает в штатном режиме,причина продажи купил новую,обмен не предлагать,торг у капота
",2.3 LTR,154 N12,"{""cruise-control"":true,""airbag-driver"":true,""usb"":true,""aux"":true,""driver-seat-updown"":true,""airbag-passenger"":true,""velvet-seats"":true,""abs"":true,""wheel-power"":true,""immo"":true,""alarm"":true,""lock"":true,""electro-mirrors"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/1984303/18322cefb5b1b3c3e8a522929e919e9d/320x240,:258000,1997.0,"{""code"":""ACCORD"",""name"":""Accord"",""ru_name"":""Аккорд"",""morphology"":{}",ACCORD,2.3 AT (154 л.с.),4.0,1607850320.0,179000.0,RUB,1999,1101655298,"{""id"":""3483466"",""name"":""VI"",""ru_name"":""6"",""year_from"":1997,""year_to"":2002,""price_segment"":""MEDIUM""}",SEDAN AUTOMATIC 2.3,автоматическая,JAPANESE,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/accord/1100376606-98866ff1/,синий,"{""id"":""0""}",Комфорт: 4. Элементы экстерьера: 2. Салон: 2. Мультимедиа: 2. Прочее: 1. Безопасность: 1. Защита от угона: 2. ,2.0 LTR,115 N12,"{""electro-window-back"":true,""alloy-wheel-disks"":true,""hatch"":true,""electro-window-front"":true,""audiosystem-cd"":true,""spare-wheel"":true,""velvet-seats"":true,""condition"":true,""abs"":true,""wheel-configuration1"":true,""alarm"":true,""lock"":true,""12v-socket"":true,""15-inch-wheels"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/2104220/f76c2c310dfa3a44aef9934408317e0b/320x240,:406000,1993.0,"{""code"":""ACCORD"",""name"":""Accord"",""ru_name"":""Аккорд"",""morphology"":{}",ACCORD,2.0 MT (115 л.с.),4.0,1607850321.0,130000.0,RUB,1993,1100376606,"{""id"":""3483469"",""name"":""V"",""ru_name"":""5"",""year_from"":1993,""year_to"":1998,""price_segment"":""MEDIUM""}",SEDAN MECHANICAL 2.0,механическая,JAPANESE,2 владельца,20 лет и 5 месяцев,Оригинал,передний,Левый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/saber/1101243075-61bd4bb7/,синий,"{""id"":""0""}","Ежедневная эксплуатация, дисковые тормоза(в круг,с заменой колодок),ходовая (стойки каяба,в круг)сайлентблоки (какие надо,заменены)стоит газ(не оформлен).акпп заменена,мотор едет,как надо .обмен возможен, звоните,пишите, предлагайте.",2.0 LTR,160 N12,{},бензин,https://avatars.mds.yandex.net/get-autoru-vos/1655347/f695ba7c9246a5f384e04de7fbf35b04/320x240,:350000,1995.0,"{""code"":""SABER"",""name"":""Saber"",""ru_name"":""Сабер"",""morphology"":{}",SABER,2.0 AT (160 л.с.),4.0,1607850321.0,153000.0,RUB,1996,1101243075,"{""id"":""6016036"",""name"":""I"",""ru_name"":""1"",""year_from"":1995,""year_to"":1998,""price_segment"":""MEDIUM""}",SEDAN AUTOMATIC 2.0,автоматическая,JAPANESE,3 или более,,Дубликат,передний,Правый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/accord/1101615466-35ea8489/,серый,"{""id"":""0""}","Продаю своего 7 аккорда в максимальной комплектации EXECUTIVE в отличном состоянии. Машиной владею год все что нужно было поменять все поменяно..масло в моторе 1000 км назад в акпп 6000 км назад,по подвеске все идеально ни каких стуков и грымыханий. Мотор не дымит и масложором не страдает за 8000 км съел грамм 200, пробег родной 100%! Я третий хозяин по птс и в него же вписан!!! Салон в достойном состоянии..по опциям работает все АБСОЛЮТНО все каждая кнопочка и каждая лампочка. По кузову все отлично ни какой ржавчины и гнили хотя машина 2003 года!!!, есть мелкие сколы в разных местах,а так кузов живой такого ещё надо по искать в Москве!!! Любые проверки за вас счёт бес проблем но только где занимаются по хондам! Резина зимняя почти новая второй сезон,летняя под замену она так же на дисках. Все остальные вопросы по телефону. Торг у капота!!!",2.4 LTR,190 N12,"{""cruise-control"":true,""asr"":true,""tinted-glass"":true,""esp"":true,""airbag-driver"":true,""audiopreparation"":true,""ashtray-and-cigarette-lighter"":true,""airbag-passenger"":true,""seat-transformation"":true,""wheel-power"":true,""alarm"":true,""lock"":true,""driver-seat-electric"":true,""alloy-wheel-disks"":true,""ptf"":true,""leather-gear-stick"":true,""rain-sensor"":true,""mirrors-heat"":true,""hatch"":true,""driver-seat-updown"":true,""abs"":true,""front-seats-heat"":true,""power-child-locks-rear-doors"":true,""wheel-leather"":true,""wheel-configuration1"":true,""climate-control-2"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/2133191/dba5c2cb8dca14b19d7ce4ad3d4aa088/320x240,,2002.0,"{""code"":""ACCORD"",""name"":""Accord"",""ru_name"":""Аккорд"",""morphology"":{}",ACCORD,2.4 AT (190 л.с.),4.0,1607850322.0,525000.0,RUB,2003,1101615466,"{""id"":""3480471"",""name"":""VII"",""ru_name"":""7"",""year_from"":2002,""year_to"":2006,""price_segment"":""MEDIUM""}",SEDAN AUTOMATIC 2.4,автоматическая,JAPANESE,3 или более,1 год,Оригинал,передний,Левый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/civic/1098106086-fdc6cd58/,серый,"{""id"":""0""}",Автомобиль в отличном состоянии батарею поменял новая можно проверить в любом сервисе!,1.3 LTR,95 N12,{},гибрид,https://avatars.mds.yandex.net/get-autoru-vos/2003162/7049ab0326c7e007dde7abb072e66699/320x240,:142000,2005.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,Hybrid 1.3hyb CVT (95 л.с.),4.0,1607850323.0,540000.0,RUB,2008,1098106086,"{""id"":""2306765"",""name"":""VIII"",""ru_name"":""8"",""year_from"":2005,""year_to"":2008,""price_segment"":""MEDIUM""}",SEDAN VARIATOR 1.3,вариатор,JAPANESE,2 владельца,,Оригинал,передний,Левый,Не требует ремонта,Растаможен
хэтчбек 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/civic/1099430568-b810fec0/,красный,"{""id"":""0""}",Салон: 3. Комфорт: 2. Мультимедиа: 1. Элементы экстерьера: 1. ,1.4 LTR,90 N12,"{""tinted-glass"":true,""wheel-power"":true,""hatch"":true,""audiosystem-cd"":true,""park-assist-r"":true,""fabric-seats"":true,""15-inch-wheels"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/2079596/797b2f57a471299c55550c3ef2ad30c9/320x240,:322117,1991.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,1.4 MT (90 л.с.),5.0,1607850324.0,200000.0,RUB,1996,1099430568,"{""id"":""3483479"",""name"":""V"",""ru_name"":""5"",""year_from"":1991,""year_to"":1997,""price_segment"":""MEDIUM""}",HATCHBACK_5_DOORS MECHANICAL 1.4,механическая,JAPANESE,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/ascot/1089565801-5d642b93/,синий,"{""id"":""0""}",Не участвовала в ДТП. Куплена не в кредит. Своевременное обслуживание. Нет запрета на регистрационные действия. Автомобиль на ходу. Возможен торг.,2.0 LTR,160 N12,"{""alloy-wheel-disks"":true,""tinted-glass"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/2175772/d0c79764c7f0b563d5e25031481dbfc7/320x240,:98000,1993.0,"{""code"":""ASCOT"",""name"":""Ascot"",""ru_name"":""Аскот"",""morphology"":{}",ASCOT,2.0 AT (160 л.с.),4.0,1607850324.0,190000.0,RUB,1996,1089565801,"{""id"":""8295101"",""name"":""II (CE)"",""ru_name"":""2 (СЕ)"",""year_from"":1993,""year_to"":1997,""price_segment"":""MEDIUM""}",SEDAN AUTOMATIC 2.0,автоматическая,JAPANESE,3 или более,7 лет и 9 месяцев,Оригинал,передний,Правый,Не требует ремонта,Растаможен
хэтчбек 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/civic/1087346996-1938bae0/,синий,"{""id"":""0""}","Есть штрафы, готов оплатить. Трещина на лобовом от камушка. Осенью поменян сальник, в остальном все в порядке , сцепление живое , коробка живая . Выведен аукс и провода на сабуфер. Комплект зимней и два комплекта летней резины. ",1.8 LTR,140 N12,{},бензин,https://avatars.mds.yandex.net/get-autoru-vos/1924235/ea9a41e6e678555d926bb34f8c86fad7/320x240,,2005.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,1.8 AMT (140 л.с.),5.0,1607850325.0,370000.0,RUB,2008,1087346996,"{""id"":""2306765"",""name"":""VIII"",""ru_name"":""8"",""year_from"":2005,""year_to"":2008,""price_segment"":""MEDIUM""}",HATCHBACK_5_DOORS ROBOT 1.8,роботизированная,JAPANESE,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/civic/1101516181-a9418e2b/,серый,"{""id"":""0""}","РОЛЬФ Северо-Запад - это первый мегамолл автомобилей с пробегом, где на площади 27 000 кв.м. вас ждут 1 500 автомобилей с комфортными условиями покупки и выгодными предложениями.· Все автомобили проверены по стандартам РОЛЬФ и заводов-изготовителей· Более 50 брендов в различных ценовых категориях· Возможность приобретения выбранного автомобиля в кредит (более 10 Банков-партнеров: ЮниКредитБанк, Экспо Банк, Тинькофф Банк, Совкомбанк, Сетелем, Русфинанс Банк, Росгосстрах банк, МС Банк, Локо Банк ,Кредит Европа Банк, ВТБ, Банк УРАЛСИБ, Банк Союз, Банк Зенит, Балтинвестбанк).· Любые виды страхования автомобилей· Услуги ГИБДД (поставка на учет, прекращение учета, сохранение государственных знаков)· Гарантия юридической чистоты и безопасность сделки· Гарантия на автомобили различных марок сроком до 24 месяцев при общем пробеге до 200 000 кмДля Вашего удобства:• Онлайн-консультация по интересующему вас автомобилю.• Онлайн-бронирование и предоплата автомобилей.• Дистанционно-бесконтактный осмотр автомобиля.• Запись на сервисное обслуживание.Более 6 000 проверенных автомобилей с пробегом с гарантией до 2 лет ждут Вас в РОЛЬФ Северо-Запад.",1.8 LTR,140 N12,"{""airbag-passenger"":true,""asr"":true,""computer"":true,""abs"":true,""airbag-driver"":true,""airbag-side"":true,""lock"":true,""audiopreparation"":true,""climate-control-1"":true,""fabric-seats"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/1980279/dd7f8163f1bcaccaa86f7a81407fed66/320x240,:268902,2005.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,1.8 AT (140 л.с.),4.0,1607850326.0,455000.0,RUB,2008,1101516181,"{""id"":""2306765"",""name"":""VIII"",""ru_name"":""8"",""year_from"":2005,""year_to"":2008,""price_segment"":""MEDIUM""}",SEDAN AUTOMATIC 1.8,автоматическая,JAPANESE,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен
универсал 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/accord/1101127394-ce8c44ac/,пурпурный,"{""id"":""0""}","Всем привет! 
Продаю свою машинку, которая использовалась для работы по организации мероприятий. 
Причина продажи - отсутствие работы из за пандемии, финансовые трудности. 
В машине за время использование я поменяла: 4 стойки амортизаторов, развалины болты, задние рычаги, передние рычаги, шаровые, две гранаты, масло в моторе заменено, стоит новый аккумулятор, заменён мотор на 2.3 литра контрактный и вписан в птс, стоит сигнализация с авто запуском. 
Разумный торг уместен. Продаю срочно. 
",2.2 LTR,150 N12,{},бензин,https://avatars.mds.yandex.net/get-autoru-vos/2163731/e7dce14624e17dcf82183d340d0e6d8a/320x240,,1993.0,"{""code"":""ACCORD"",""name"":""Accord"",""ru_name"":""Аккорд"",""morphology"":{}",ACCORD,2.2 AT (150 л.с.),5.0,1607850327.0,110000.0,RUB,1996,1101127394,"{""id"":""3483469"",""name"":""V"",""ru_name"":""5"",""year_from"":1993,""year_to"":1998,""price_segment"":""MEDIUM""}",WAGON_5_DOORS AUTOMATIC 2.2,автоматическая,JAPANESE,3 или более,4 месяца,Оригинал,передний,Правый,Не требует ремонта,Растаможен
внедорожник 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/cr_v/1101825730-2303d33f/,чёрный,"{""id"":""0""}","Автомобиль в отличном состоянии без окрасов, установлена сигнализация starline с автозапуском, прошу не писать сообщения, все вопросы по телефону! ",2.0 LTR,150 N12,"{""cruise-control"":true,""tinted-glass"":true,""esp"":true,""usb"":true,""aux"":true,""electro-window-front"":true,""light-sensor"":true,""automatic-lighting-control"":true,""passenger-seat-updown"":true,""front-centre-armrest"":true,""computer"":true,""roof-rails"":true,""wheel-power"":true,""lock"":true,""light-cleaner"":true,""electro-mirrors"":true,""drl"":true,""steering-wheel-gear-shift-paddles"":true,""electro-window-back"":true,""alloy-wheel-disks"":true,""18-inch-wheels"":true,""reduce-spare-wheel"":true,""feedback-alarm"":true,""rain-sensor"":true,""mirrors-heat"":true,""remote-engine-start"":true,""dark-interior"":true,""electronic-gage-panel"":true,""velvet-seats"":true,""abs"":true,""front-seats-heat"":true,""wheel-configuration1"":true,""immo"":true,""climate-control-2"":true,""12v-socket"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/2172682/de369aea579ac26555e497f5806870ed/320x240,:139950,2012.0,"{""code"":""CR_V"",""name"":""CR-V"",""ru_name"":""CR-V"",""morphology"":{""gender"":""FEMININE""}",CR_V,2.0 AT (150 л.с.) 4WD,5.0,1607850328.0,1499000.0,RUB,2013,1101825730,"{""id"":""8510730"",""name"":""IV"",""ru_name"":""4"",""year_from"":2012,""year_to"":2015,""price_segment"":""MEDIUM""}",ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,JAPANESE,1 владелец,,Оригинал,полный,Левый,Не требует ремонта,Растаможен
внедорожник 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/cr_v/1101030332-17242168/,белый,"{""id"":""0""}",Своевременное обслуживание. Пройдены все ТО. Непрокуренный салон.,2.0 LTR,150 N12,"{""cruise-control"":true,""asr"":true,""tinted-glass"":true,""esp"":true,""usb"":true,""multi-wheel"":true,""audiosystem-tv"":true,""airbag-passenger"":true,""front-centre-armrest"":true,""navigation"":true,""roof-rails"":true,""bas"":true,""lock"":true,""rear-camera"":true,""drl"":true,""electro-mirrors"":true,""steering-wheel-gear-shift-paddles"":true,""electro-window-back"":true,""18-inch-wheels"":true,""reduce-spare-wheel"":true,""mirrors-heat"":true,""dark-interior"":true,""park-assist-f"":true,""led-lights"":true,""music-super"":true,""park-assist-r"":true,""knee-airbag"":true,""engine-proof"":true,""airbag-driver"":true,""aux"":true,""isofix"":true,""electro-window-front"":true,""light-sensor"":true,""hcc"":true,""automatic-lighting-control"":true,""airbag-curtain"":true,""passenger-seat-updown"":true,""vsm"":true,""computer"":true,""seat-transformation"":true,""wheel-power"":true,""alarm"":true,""light-cleaner"":true,""fabric-seats"":true,""airbag-rear-side"":true,""alloy-wheel-disks"":true,""ptf"":true,""leather-gear-stick"":true,""rain-sensor"":true,""airbag-side"":true,""tyre-pressure"":true,""abs"":true,""bluetooth"":true,""front-seats-heat"":true,""wheel-leather"":true,""wheel-configuration2"":true,""wheel-configuration1"":true,""immo"":true,""windscreen-heat"":true,""climate-control-2"":true,""auto-mirrors"":true,""12v-socket"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/1545460/b6fd9dad3d9d85bdcca09be299af83fa/320x240,:119000,2012.0,"{""code"":""CR_V"",""name"":""CR-V"",""ru_name"":""CR-V"",""morphology"":{""gender"":""FEMININE""}",CR_V,2.0 AT (150 л.с.) 4WD,5.0,1607850328.0,1550000.0,RUB,2013,1101030332,"{""id"":""8510730"",""name"":""IV"",""ru_name"":""4"",""year_from"":2012,""year_to"":2015,""price_segment"":""MEDIUM""}",ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,JAPANESE,3 или более,1 год и 3 месяца,Оригинал,полный,Левый,Не требует ремонта,Растаможен
